BIPA	GRAPHEME	FEATURES	LATEX
	ɤ̯̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textipa{7}}
	i̯̥	empty:vowel:+high −low −back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{i}
	ɪ̯̥	empty:vowel:+high −low −back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textipa{I}}
	ɨ̯̥	empty:vowel:+high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textbari}
	ɯ̯̥	empty:vowel:+high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textturnm}
	o̯̥	empty:vowel:−high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{o}
	ɵ̯̥	empty:vowel:−high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textbaro}
	ø̯̥	empty:vowel:−high −low −back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\o}
	ɶ̯̥	empty:vowel:−high +low −back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textscoelig}
	œ̯̥	empty:vowel:−high −low −back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\oe}
	u̯̥	empty:vowel:+high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{u}
	ʉ̯̥	empty:vowel:+high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textbaru}
	ʊ̯̥	empty:vowel:+high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textupsilon}
	ʌ̯̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textturnv}
	y̯̥	empty:vowel:+high −low −back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{y}
	ʏ̯̥	empty:vowel:+high −low −back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textipa{Y}}
	æ̯̥	empty:vowel:−high +low −back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\ae}
	ḁ̃	empty:vowel:−high +low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~a}
	ɐ̥̃	empty:vowel:−high +low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textturna}
	ɑ̥̃	empty:vowel:−high +low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textscripta}
	ɒ̥̃	empty:vowel:−high +low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textturnscripta}
	ɔ̥̃	empty:vowel:−high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textopeno}
	ẽ̥	empty:vowel:−high −low −back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~e}
	ɛ̥̃	empty:vowel:−high −low −back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textipa{E}}
	ə̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textschwa}
	ɚ̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textrhookschwa}
	ɘ̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textreve}
	ɜ̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textipa{3}}
	ɝ̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textrhookrevepsilon}
	ɞ̥̃	empty:vowel:−high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textcloseepsilon}
	ɤ̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textipa{7}}
	ĩ̥	empty:vowel:+high −low −back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~i}
	ɪ̥̃	empty:vowel:+high −low −back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textipa{I}}
	ɨ̥̃	empty:vowel:+high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textbari}
	ɯ̥̃	empty:vowel:+high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textturnm}
	õ̥	empty:vowel:−high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~o}
	ɵ̥̃	empty:vowel:−high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textbaro}
	ø̥̃	empty:vowel:−high −low −back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\o}
	ɶ̥̃	empty:vowel:−high +low −back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textscoelig}
	œ̥̃	empty:vowel:−high −low −back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\oe}
	ũ̥	empty:vowel:+high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~u}
	ʉ̥̃	empty:vowel:+high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textbaru}
	ʊ̥̃	empty:vowel:+high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textupsilon}
	ʌ̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textturnv}
	ỹ̥	empty:vowel:+high −low −back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~y}
	ʏ̥̃	empty:vowel:+high −low −back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textipa{Y}}
	æ̥̃	empty:vowel:−high +low −back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\ae}
	ã̯̥	empty:vowel:−high +low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{a}}
	ɐ̯̥̃	empty:vowel:−high +low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textturna}}
	ɑ̯̥̃	empty:vowel:−high +low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textscripta}}
	ɒ̯̥̃	empty:vowel:−high +low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textturnscripta}}
	ɔ̯̥̃	empty:vowel:−high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textopeno}}
	ẽ̯̥	empty:vowel:−high −low −back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{e}}
	ɛ̯̥̃	empty:vowel:−high −low −back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textipa{E}}}
	ə̯̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textschwa}}
	ɚ̯̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textrhookschwa}}
	ɘ̯̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textreve}}
	ɜ̯̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textipa{3}}}
	ɝ̯̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textrhookrevepsilon}}
	ɞ̯̥̃	empty:vowel:−high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textcloseepsilon}}
	ɤ̯̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textipa{7}}}
	ĩ̯̥	empty:vowel:+high −low −back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{i}}
	ɪ̯̥̃	empty:vowel:+high −low −back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textipa{I}}}
	ɨ̯̥̃	empty:vowel:+high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textbari}}
	ɯ̯̥̃	empty:vowel:+high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textturnm}}
	õ̯̥	empty:vowel:−high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{o}}
	ɵ̯̥̃	empty:vowel:−high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textbaro}}
	ø̯̥̃	empty:vowel:−high −low −back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\o}}
	ɶ̯̥̃	empty:vowel:−high +low −back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textscoelig}}
	œ̯̥̃	empty:vowel:−high −low −back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\oe}}
	ũ̯̥	empty:vowel:+high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{u}}
	ʉ̯̥̃	empty:vowel:+high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textbaru}}
	ʊ̯̥̃	empty:vowel:+high −low +back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textupsilon}}
	ʌ̯̥̃	empty:vowel:−high −low +back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textturnv}}
	ỹ̯̥	empty:vowel:+high −low −back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{y}}
	ʏ̯̥̃	empty:vowel:+high −low −back +round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\textipa{Y}}}
	æ̯̥̃	empty:vowel:−high +low −back −round −voice +nasal −spread glottis −constricted glottis	*\textipa{\~\textroundcap{\ae}}
	pʰ	labial:plosive:−voice +spread glottis	p extsuperscript{h}
	bʰ	labial:plosive:+voice +spread glottis	b extsuperscript{h}
	ɓʰ	labial:plosive:+voice +spread glottis	\texthtb extsuperscript{h}
	mʰ	labial:nasal:+voice +nasal +spread glottis	m extsuperscript{h}
	ɱʰ	labiodental:nasal:+voice +nasal +spread glottis	\textltailm extsuperscript{h}
	ɗʰ	dental:plosive:+voice +spread glottis	\texthtd extsuperscript{h}
	tʰ	alveolar:plosive:−voice +spread glottis	t extsuperscript{h}
	dʰ	alveolar:plosive:+voice +spread glottis	d extsuperscript{h}
	nʰ	alveolar:nasal:+voice +nasal +spread glottis	n extsuperscript{h}
	ʈʰ	retroflex:plosive:−voice +spread glottis	\textrtailt extsuperscript{h}
	ɖʰ	retroflex:plosive:+voice +spread glottis	\textrtaild extsuperscript{h}
	ɳʰ	retroflex:nasal:+voice +nasal +spread glottis	\:n extsuperscript{h}
	cʰ	palatal:plosive:−voice +spread glottis	c extsuperscript{h}
	ɟʰ	palatal:plosive:+voice +spread glottis	\textbardotlessj extsuperscript{h}
	ɲʰ	palatal:nasal:+voice +nasal +spread glottis	\textltailn extsuperscript{h}
	kʰ	velar:plosive:−voice +spread glottis	k extsuperscript{h}
	ɡʰ	velar:plosive:+voice +spread glottis	ɡ extsuperscript{h}
	ɠʰ	velar:plosive:+voice +spread glottis	\texthtg extsuperscript{h}
	ŋʰ	velar:nasal:+voice +nasal +spread glottis	\textipa{N} extsuperscript{h}
	qʰ	uvular:plosive:−voice +spread glottis	q extsuperscript{h}
	ɢʰ	uvular:plosive:+voice +spread glottis	\textscg extsuperscript{h}
	ʛʰ	uvular:plosive:+voice +spread glottis	\texthtscg extsuperscript{h}
	ɴʰ	uvular:nasal:+voice +nasal +spread glottis	\textscn extsuperscript{h}
	ʔʰ	glottal:plosive:−voice +spread glottis	\textglotstop extsuperscript{h}
	m̥ʰ	labial:nasal:−voice +nasal +spread glottis	*m extsuperscript{h}
	ɱ̥ʰ	labiodental:nasal:−voice +nasal +spread glottis	*\textltailm extsuperscript{h}
	n̥ʰ	alveolar:nasal:−voice +nasal +spread glottis	*n extsuperscript{h}
	ɳ̥ʰ	retroflex:nasal:−voice +nasal +spread glottis	*\:n extsuperscript{h}
	ɲ̥ʰ	palatal:nasal:−voice +nasal +spread glottis	*\textltailn extsuperscript{h}
	ŋ̥ʰ	velar:nasal:−voice +nasal +spread glottis	*\textipa{N} extsuperscript{h}
	ɴ̥ʰ	uvular:nasal:−voice +nasal +spread glottis	*\textscn extsuperscript{h}
	p̩	labial:plosive:−voice +syllabic	\textipa{\s{p}}
	b̩	labial:plosive:+voice +syllabic	\textipa{\s{b}}
	ɓ̩	labial:plosive:+voice +syllabic	\textipa{\s{\texthtb}}
	ɸ̩	labial:fricative:−voice +syllabic	\textipa{\sF}
	β̩	labial:fricative:+voice +syllabic	\textipa{\sB}
	ʙ̩	labial:liquid:+voice −lateral +syllabic	\textipa{\s{\textscb}}
	m̩	labial:nasal:+voice +nasal +syllabic	\textsyllabic{m}
	f̩	labiodental:fricative:−voice +syllabic	\textipa{\s{f}}
	v̩	labiodental:fricative:+voice +syllabic	\textipa{\s{v}}
	ʋ̩	labiodental:liquid:+voice −lateral +syllabic	\textipa{\s{\textscriptv}}
	ɱ̩	labiodental:nasal:+voice +nasal +syllabic	\textipa{\s{\textltailm}}
	ɗ̩	dental:plosive:+voice +syllabic	\textipa{\s{\texthtd}}
	θ̩	dental:fricative:−voice +syllabic	\textipa{\sT}
	ð̩	dental:fricative:+voice +syllabic	\textipa{\sD}
	t̩	alveolar:plosive:−voice +syllabic	\textipa{\s{t}}
	d̩	alveolar:plosive:+voice +syllabic	\textipa{\s{d}}
	s̩	alveolar:fricative:−voice +syllabic	\textipa{\s{s}}
	z̩	alveolar:fricative:+voice +syllabic	\textipa{\s{z}}
	ɬ̩	alveolar:fricative:+voice +lateral +syllabic	\textipa{\s{\textbeltl}}
	ɮ̩	alveolar:fricative:+voice +lateral +syllabic	\textipa{\s{\textlyoghlig}}
	r̩	alveolar:liquid:+voice −lateral +syllabic	\textipa{\s{r}}
	ɺ̩	alveolar:liquid:+voice +lateral +syllabic	\textipa{\s{\textturnlonglegr}}
	ɾ̩	alveolar:liquid:+voice −lateral +syllabic	\textipa{\s{\textfishhookr}}
	ɹ̩	alveolar:liquid:+voice −lateral +syllabic	\textipa{\s{\textturnr}}
	l̩	alveolar:liquid:+voice +lateral +syllabic	\textsyllabic{l}
	ɫ̩	alveolar:liquid:+voice +lateral +syllabic	\textsyllabic{\textltilde}
	n̩	alveolar:nasal:+voice +nasal +syllabic	\textsyllabic{n}
	ʃ̩	palatoalveolar:fricative:−voice +syllabic	\textipa{\sS}
	ʒ̩	palatoalveolar:fricative:+voice +syllabic	\textipa{\s{\textyogh}}
	ʈ̩	retroflex:plosive:−voice +syllabic	\textipa{\s{\textrtailt}}
	ɖ̩	retroflex:plosive:+voice +syllabic	\textipa{\s{\textrtaild}}
	ʂ̩	retroflex:fricative:−voice +syllabic	\textipa{\s{\textrtails}}
	ʐ̩	retroflex:fricative:+voice +syllabic	\textipa{\s{\textrtailz}}
	ɽ̩	retroflex:liquid:+voice −lateral +syllabic	\textipa{\s{\textrtailr}}
	ɻ̩	retroflex:liquid:+voice −lateral +syllabic	\textipa{\s{\textturnrrtail}}
	ɭ̩	retroflex:liquid:+voice +lateral +syllabic	\textipa{\s{\textturny}}
	ɳ̩	retroflex:nasal:+voice +nasal +syllabic	\textipa{\s{\:n}}
	c̩	palatal:plosive:−voice +syllabic	\textipa{\s{c}}
	ɟ̩	palatal:plosive:+voice +syllabic	\textipa{\s{\textbardotlessj}}
	ç̩	palatal:fricative:−voice +syllabic	\textipa{\s{\c{c}}}
	ʝ̩	palatal:fricative:+voice +syllabic	\textipa{\s{\textctj}}
	ʎ̩	palatal:liquid:+voice +lateral +syllabic	\textipa{\s{\begin{IPA} +\;G \end{IPA}}}
	ɲ̩	palatal:nasal:+voice +nasal +syllabic	\textipa{\s{\textltailn}}
	k̩	velar:plosive:−voice +syllabic	\textipa{\s{k}}
	ɡ̩	velar:plosive:+voice +syllabic	\textipa{\s{ɡ}}
	ɠ̩	velar:plosive:+voice +syllabic	\textipa{\s{\texthtg}}
	x̩	velar:fricative:−voice +syllabic	\textipa{\s{x}}
	ɣ̩	velar:fricative:+voice +syllabic	\textipa{\sG}
	ʟ̩	velar:liquid:+voice +lateral +syllabic	\textipa{\s{\textscl}}
	ŋ̩	velar:nasal:+voice +nasal +syllabic	\textipa{\sN}
	q̩	uvular:plosive:−voice +syllabic	\textipa{\s{q}}
	ɢ̩	uvular:plosive:+voice +syllabic	\textipa{\s{\textscg}}
	ʛ̩	uvular:plosive:+voice +syllabic	\textipa{\s{\texthtscg}}
	χ̩	uvular:fricative:−voice +syllabic	\textipa{\s{\textchi}}
	ʁ̩	uvular:fricative:+voice +syllabic	\textipa{\sK}
	ʀ̩	uvular:liquid:+voice −lateral +syllabic	\textipa{\s{\textscr}}
	ɴ̩	uvular:nasal:+voice +nasal +syllabic	\textipa{\s{\textscn}}
	ʕ̩	pharyngeal:fricative:+voice +syllabic	\textipa{\s{\textrevglotstop}}
	ħ̩	pharyngeal:fricative:−voice +syllabic	\textipa{\s{\textcrh}}
	ʔ̩	glottal:plosive:−voice +syllabic	\textipa{\s{\textglotstop}}
	h̩	glottal:fricative:−voice +syllabic	\textipa{\s{h}}
	ɦ̩	glottal:fricative:+voice +syllabic	\textipa{\s{\texthth}}
	ʙ̥̩	labial:liquid:−voice −lateral +syllabic	\textipa{\s{ *\textscb}}
	m̥̩	labial:nasal:−voice +nasal +syllabic	\textipa{\s{ *m}}
	ʋ̥̩	labiodental:liquid:−voice −lateral +syllabic	\textipa{\s{ *\textscriptv}}
	ɱ̥̩	labiodental:nasal:−voice +nasal +syllabic	\textipa{\s{ *\textltailm}}
	r̥̩	alveolar:liquid:−voice −lateral +syllabic	\textipa{\s{ *r}}
	ɺ̥̩	alveolar:liquid:−voice +lateral +syllabic	\textipa{\s{ *\textturnlonglegr}}
	ɾ̥̩	alveolar:liquid:−voice −lateral +syllabic	\textipa{\s{ *\textfishhookr}}
	ɹ̥̩	alveolar:liquid:−voice −lateral +syllabic	\textipa{\s{ *\textturnr}}
	l̥̩	alveolar:liquid:−voice +lateral +syllabic	\textipa{\s{ *l}}
	ɫ̥̩	alveolar:liquid:−voice +lateral +syllabic	\textipa{\s{ *\textltilde}}
	n̥̩	alveolar:nasal:−voice +nasal +syllabic	\textipa{\s{ *n}}
	ɽ̥̩	retroflex:liquid:−voice −lateral +syllabic	\textipa{\s{ *\textrtailr}}
	ɻ̥̩	retroflex:liquid:−voice −lateral +syllabic	\textipa{\s{ *\textturnrrtail}}
	ɭ̥̩	retroflex:liquid:−voice +lateral +syllabic	\textipa{\s{ *\textturny}}
	ɳ̥̩	retroflex:nasal:−voice +nasal +syllabic	\textipa{\s{ *\:n}}
	ʎ̥̩	palatal:liquid:−voice +lateral +syllabic	\textipa{\s{ *\begin{IPA} +\;G \end{IPA}}}
	ɲ̥̩	palatal:nasal:−voice +nasal +syllabic	\textipa{\s{ *\textltailn}}
	ʟ̥̩	velar:liquid:−voice +lateral +syllabic	\textipa{\s{ *\textscl}}
	ŋ̥̩	velar:nasal:−voice +nasal +syllabic	*\textipa{\sN}
	ʀ̥̩	uvular:liquid:−voice −lateral +syllabic	\textipa{\s{ *\textscr}}
	ɴ̥̩	uvular:nasal:−voice +nasal +syllabic	\textipa{\s{ *\textscn}}
	pʲ	labial, palatal:plosive:−voice	p\super j
	bʲ	labial, palatal:plosive:+voice	b\super j
	ɓʲ	labial, palatal:plosive:+voice	\texthtb\super j
	ɸʲ	labial, palatal:fricative:−voice	\textipa{F}\super j
	βʲ	labial, palatal:fricative:+voice	\textipa{B}\super j
	ʙʲ	labial, palatal:liquid:+voice −lateral	\textscb\super j
	mʲ	labial, palatal:nasal:+voice +nasal	m\super j
	fʲ	labiodental, palatal:fricative:−voice	f\super j
	vʲ	labiodental, palatal:fricative:+voice	v\super j
	ʋʲ	labiodental, palatal:liquid:+voice −lateral	\textscriptv\super j
	ɱʲ	labiodental, palatal:nasal:+voice +nasal	\textltailm\super j
	ɗʲ	dental, palatal:plosive:+voice	\texthtd\super j
	θʲ	dental, palatal:fricative:−voice	\textipa{T}\super j
	ðʲ	dental, palatal:fricative:+voice	\textipa{D}\super j
	tʲ	alveolar, palatal:plosive:−voice	t\super j
	dʲ	alveolar, palatal:plosive:+voice	d\super j
	sʲ	alveolar, palatal:fricative:−voice	s\super j
	zʲ	alveolar, palatal:fricative:+voice	z\super j
	ɬʲ	alveolar, palatal:fricative:+voice +lateral	\textbeltl\super j
	ɮʲ	alveolar, palatal:fricative:+voice +lateral	\textlyoghlig\super j
	rʲ	alveolar, palatal:liquid:+voice −lateral	r\super j
	ɺʲ	alveolar, palatal:liquid:+voice +lateral	\textturnlonglegr\super j
	ɾʲ	alveolar, palatal:liquid:+voice −lateral	\textfishhookr\super j
	ɹʲ	alveolar, palatal:liquid:+voice −lateral	\textturnr\super j
	lʲ	alveolar, palatal:liquid:+voice +lateral	l\super j
	ɫʲ	alveolar, palatal:liquid:+voice +lateral	\textltilde\super j
	nʲ	alveolar, palatal:nasal:+voice +nasal	n\super j
	ʃʲ	palatoalveolar, palatal:fricative:−voice	\textipa{S}\super j
	ʒʲ	palatoalveolar, palatal:fricative:+voice	\textyogh\super j
	ʈʲ	retroflex, palatal:plosive:−voice	\textrtailt\super j
	ɖʲ	retroflex, palatal:plosive:+voice	\textrtaild\super j
	ʂʲ	retroflex, palatal:fricative:−voice	\textrtails\super j
	ʐʲ	retroflex, palatal:fricative:+voice	\textrtailz\super j
	ɽʲ	retroflex, palatal:liquid:+voice −lateral	\textrtailr\super j
	ɻʲ	retroflex, palatal:liquid:+voice −lateral	\textturnrrtail\super j
	ɭʲ	retroflex, palatal:liquid:+voice +lateral	\textturny\super j
	ɳʲ	retroflex, palatal:nasal:+voice +nasal	\:n\super j
	cʲ	palatal:plosive:−voice	c\super j
	ɟʲ	palatal:plosive:+voice	\textbardotlessj\super j
	çʲ	palatal:fricative:−voice	\c{c}\super j
	ʝʲ	palatal:fricative:+voice	\textctj\super j
	ʎʲ	palatal:liquid:+voice +lateral	\begin{IPA} +\;G \end{IPA}\super j
	ɲʲ	palatal:nasal:+voice +nasal	\textltailn\super j
	kʲ	velar, palatal:plosive:−voice	k\super j
	ɡʲ	velar, palatal:plosive:+voice	ɡ\super j
	ɠʲ	velar, palatal:plosive:+voice	\texthtg\super j
	xʲ	velar, palatal:fricative:−voice	x\super j
	ɣʲ	velar, palatal:fricative:+voice	\textipa{G}\super j
	ʟʲ	velar, palatal:liquid:+voice +lateral	\textscl\super j
	ŋʲ	velar, palatal:nasal:+voice +nasal	\textipa{N}\super j
	qʲ	uvular, palatal:plosive:−voice	q\super j
	ɢʲ	uvular, palatal:plosive:+voice	\textscg\super j
	ʛʲ	uvular, palatal:plosive:+voice	\texthtscg\super j
	χʲ	uvular, palatal:fricative:−voice	\textchi\super j
	ʁʲ	uvular, palatal:fricative:+voice	\textipa{K}\super j
	ʀʲ	uvular, palatal:liquid:+voice −lateral	\textscr\super j
	ɴʲ	uvular, palatal:nasal:+voice +nasal	\textscn\super j
	ʕʲ	pharyngeal, palatal:fricative:+voice	\textrevglotstop\super j
	ħʲ	pharyngeal, palatal:fricative:−voice	\textcrh\super j
	ʔʲ	glottal, palatal:plosive:−voice	\textglotstop\super j
	hʲ	glottal, palatal:fricative:−voice	h\super j
	ɦʲ	glottal, palatal:fricative:+voice	\texthth\super j
	ʙ̥ʲ	labial, palatal:liquid:−voice −lateral	*\textscb\super j
	m̥ʲ	labial, palatal:nasal:−voice +nasal	*m\super j
	ʋ̥ʲ	labiodental, palatal:liquid:−voice −lateral	*\textscriptv\super j
	ɱ̥ʲ	labiodental, palatal:nasal:−voice +nasal	*\textltailm\super j
	r̥ʲ	alveolar, palatal:liquid:−voice −lateral	*r\super j
	ɺ̥ʲ	alveolar, palatal:liquid:−voice +lateral	*\textturnlonglegr\super j
	ɾ̥ʲ	alveolar, palatal:liquid:−voice −lateral	*\textfishhookr\super j
	ɹ̥ʲ	alveolar, palatal:liquid:−voice −lateral	*\textturnr\super j
	l̥ʲ	alveolar, palatal:liquid:−voice +lateral	*l\super j
	ɫ̥ʲ	alveolar, palatal:liquid:−voice +lateral	*\textltilde\super j
	n̥ʲ	alveolar, palatal:nasal:−voice +nasal	*n\super j
	ɽ̥ʲ	retroflex, palatal:liquid:−voice −lateral	*\textrtailr\super j
	ɻ̥ʲ	retroflex, palatal:liquid:−voice −lateral	*\textturnrrtail\super j
	ɭ̥ʲ	retroflex, palatal:liquid:−voice +lateral	*\textturny\super j
	ɳ̥ʲ	retroflex, palatal:nasal:−voice +nasal	*\:n\super j
	ʎ̥ʲ	palatal:liquid:−voice +lateral	*\begin{IPA} +\;G \end{IPA}\super j
	ɲ̥ʲ	palatal:nasal:−voice +nasal	*\textltailn\super j
	ʟ̥ʲ	velar, palatal:liquid:−voice +lateral	*\textscl\super j
	ŋ̥ʲ	velar, palatal:nasal:−voice +nasal	*\textipa{N}\super j
	ʀ̥ʲ	uvular, palatal:liquid:−voice −lateral	*\textscr\super j
	ɴ̥ʲ	uvular, palatal:nasal:−voice +nasal	*\textscn\super j
	pʰʲ	labial, palatal:plosive:−voice +spread glottis	p extsuperscript{h}\super j
	bʰʲ	labial, palatal:plosive:+voice +spread glottis	b extsuperscript{h}\super j
	ɓʰʲ	labial, palatal:plosive:+voice +spread glottis	\texthtb extsuperscript{h}\super j
	mʰʲ	labial, palatal:nasal:+voice +nasal +spread glottis	m extsuperscript{h}\super j
	ɱʰʲ	labiodental, palatal:nasal:+voice +nasal +spread glottis	\textltailm extsuperscript{h}\super j
	ɗʰʲ	dental, palatal:plosive:+voice +spread glottis	\texthtd extsuperscript{h}\super j
	tʰʲ	alveolar, palatal:plosive:−voice +spread glottis	t extsuperscript{h}\super j
	dʰʲ	alveolar, palatal:plosive:+voice +spread glottis	d extsuperscript{h}\super j
	nʰʲ	alveolar, palatal:nasal:+voice +nasal +spread glottis	n extsuperscript{h}\super j
	ʈʰʲ	retroflex, palatal:plosive:−voice +spread glottis	\textrtailt extsuperscript{h}\super j
	ɖʰʲ	retroflex, palatal:plosive:+voice +spread glottis	\textrtaild extsuperscript{h}\super j
	ɳʰʲ	retroflex, palatal:nasal:+voice +nasal +spread glottis	\:n extsuperscript{h}\super j
	cʰʲ	palatal:plosive:−voice +spread glottis	c extsuperscript{h}\super j
	ɟʰʲ	palatal:plosive:+voice +spread glottis	\textbardotlessj extsuperscript{h}\super j
	ɲʰʲ	palatal:nasal:+voice +nasal +spread glottis	\textltailn extsuperscript{h}\super j
	kʰʲ	velar, palatal:plosive:−voice +spread glottis	k extsuperscript{h}\super j
	ɡʰʲ	velar, palatal:plosive:+voice +spread glottis	ɡ extsuperscript{h}\super j
	ɠʰʲ	velar, palatal:plosive:+voice +spread glottis	\texthtg extsuperscript{h}\super j
	ŋʰʲ	velar, palatal:nasal:+voice +nasal +spread glottis	\textipa{N} extsuperscript{h}\super j
	qʰʲ	uvular, palatal:plosive:−voice +spread glottis	q extsuperscript{h}\super j
	ɢʰʲ	uvular, palatal:plosive:+voice +spread glottis	\textscg extsuperscript{h}\super j
	ʛʰʲ	uvular, palatal:plosive:+voice +spread glottis	\texthtscg extsuperscript{h}\super j
	ɴʰʲ	uvular, palatal:nasal:+voice +nasal +spread glottis	\textscn extsuperscript{h}\super j
	ʔʰʲ	glottal, palatal:plosive:−voice +spread glottis	\textglotstop extsuperscript{h}\super j
	m̥ʰʲ	labial, palatal:nasal:−voice +nasal +spread glottis	*m extsuperscript{h}\super j
	ɱ̥ʰʲ	labiodental, palatal:nasal:−voice +nasal +spread glottis	*\textltailm extsuperscript{h}\super j
