BIPA	GRAPHEME	FEATURES	SYMBOLS
ɗ̟	ɗ̟	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long	◌ɗ ◌̟
ɗ̠	ɗ̠	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long	◌ɗ ◌̠
ɗ̰	ɗ̰	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long	◌ɗ ◌̰
ɗ̰ʲ	ɗ̰ʲ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr -lab +hi -lo -back -round -velaric -long	◌ɗ ◌̰ ◌ʲ
ɗ̰ʷ	ɗ̰ʷ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr -lab +hi -lo +back +round -velaric -long	◌ɗ ◌̰ ◌ʷ
ɗ̰ː	ɗ̰ː	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric +long	◌ɗ ◌̰ ◌ː
ɗ̰ˠ	ɗ̰ˠ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr -lab +hi -lo +back -round -velaric -long	◌ɗ ◌̰ ◌ˠ
ɗ̰ˤ	ɗ̰ˤ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr -lab -hi +lo +back -round -velaric -long	◌ɗ ◌̰ ◌ˤ
ɗ̰̃	ɗ̰̃	-syl -son +cons -cont -delrel -lat +nas +voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long	◌ɗ ◌̰ ◌̃
ɗ̺	ɗ̺	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long	◌ɗ ◌̺
ɗ̻	ɗ̻	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ɗ ◌̻
ɗ̼	ɗ̼	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr +lab -hi -lo -back -round -velaric -long	◌ɗ ◌̼
ɗᶣ	ɗᶣ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr -lab +hi -lo -back +round -velaric -long	◌ɗ ◌ᶣ
ɗⁿ	ɗⁿ	-syl -son +cons -cont -delrel -lat +nas +voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long	◌ɗ ◌ⁿ
ɘ	ɘ	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ
ɘ	ɘ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ
ɘˀ	ɘˀ	+syl +son -cons +cont -lat -nas +voi -sg +cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌ˀ
ɘˀ	ɘˀ	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌ˀ
ɘː	ɘː	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense +long	◌ɘ ◌ː
ɘː	ɘː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ɘ ◌ː
ɘ˞	ɘ˞	+syl +son -cons +cont -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back +round -velaric +tense -long	◌ɘ ◌˞
ɘ˞	ɘ˞	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric -tense -long	◌ɘ ◌˞
ɘˠ	ɘˠ	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌ɘ ◌ˠ
ɘˠ	ɘˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ɘ ◌ˠ
ɘˠː	ɘːˠ	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric +tense +long	◌ɘ ◌ˠ ◌ː
ɘˠː	ɘːˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense +long	◌ɘ ◌ˠ ◌ː
ɘˤ	ɘˤ	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric +tense -long	◌ɘ ◌ˤ
ɘˤ	ɘˤ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ɘ ◌ˤ
ɘˤː	ɘːˤ	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric +tense +long	◌ɘ ◌ˤ ◌ː
ɘˤː	ɘːˤ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense +long	◌ɘ ◌ˤ ◌ː
ɘˤː	ɘˤː	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric +tense +long	◌ɘ ◌ˤ ◌ː
ɘˤː	ɘˤː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense +long	◌ɘ ◌ˤ ◌ː
ɘ̃	ɘ̃	+syl +son -cons +cont -lat +nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̃
ɘ̃	ɘ̃	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̃
ɘ̃ː	ɘ̃ː	+syl +son -cons +cont -lat +nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense +long	◌ɘ ◌̃ ◌ː
ɘ̃ː	ɘ̃ː	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ɘ ◌̃ ◌ː
ɘ̃ˤ	ɘ̃ˤ	+syl +son -cons +cont -lat +nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric +tense -long	◌ɘ ◌̃ ◌ˤ
ɘ̃ˤ	ɘ̃ˤ	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ɘ ◌̃ ◌ˤ
ɘ̆	ɘ̆	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̆
ɘ̆	ɘ̆	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̆
ɘ̈	ɘ̈	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̈
ɘ̈	ɘ̈	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̈
ɘ̘	ɘ̘	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̘
ɘ̘	ɘ̘	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric +tense -long	◌ɘ ◌̘
ɘ̘ː	ɘ̘ː	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense +long	◌ɘ ◌̘ ◌ː
ɘ̘ː	ɘ̘ː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric +tense +long	◌ɘ ◌̘ ◌ː
ɘ̘ˠ	ɘ̘ˠ	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌ɘ ◌̘ ◌ˠ
ɘ̘ˠ	ɘ̘ˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌ɘ ◌̘ ◌ˠ
ɘ̙	ɘ̙	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɘ ◌̙
ɘ̙	ɘ̙	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̙
ɘ̙ː	ɘ̙ː	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense +long	◌ɘ ◌̙ ◌ː
ɘ̙ː	ɘ̙ː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ɘ ◌̙ ◌ː
ɘ̙ˠ	ɘ̙ˠ	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ɘ ◌̙ ◌ˠ
ɘ̙ˠ	ɘ̙ˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ɘ ◌̙ ◌ˠ
ɘ̝	ɘ̝	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̝
ɘ̝	ɘ̝	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̝
ɘ̞	ɘ̞	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̞
ɘ̞	ɘ̞	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̞
ɘ̟	ɘ̟	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̟
ɘ̟	ɘ̟	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̟
ɘ̠	ɘ̠	+syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̠
ɘ̠	ɘ̠	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̠
ɘ̤	ɘ̤	+syl +son -cons +cont -lat -nas +voi +sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̤
ɘ̤	ɘ̤	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̤
ɘ̤ː	ɘ̤ː	+syl +son -cons +cont -lat -nas +voi +sg -cg -cor -lab -hi -lo -back -round -velaric +tense +long	◌ɘ ◌̤ ◌ː
ɘ̤ː	ɘ̤ː	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ɘ ◌̤ ◌ː
ɘ̤ˠ	ɘ̤ˠ	+syl +son -cons +cont -lat -nas +voi +sg -cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌ɘ ◌̤ ◌ˠ
ɘ̤ˠ	ɘ̤ˠ	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ɘ ◌̤ ◌ˠ
ɘ̤ˤ	ɘ̤ˤ	+syl +son -cons +cont -lat -nas +voi +sg -cg -cor -lab -hi +lo +back -round -velaric +tense -long	◌ɘ ◌̤ ◌ˤ
ɘ̤ˤ	ɘ̤ˤ	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ɘ ◌̤ ◌ˤ
ɘ̥	ɘ̥	+syl +son -cons +cont -lat -nas -voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̥
ɘ̥	ɘ̥	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̥
ɘ̥ː	ɘ̥ː	+syl +son -cons +cont -lat -nas -voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense +long	◌ɘ ◌̥ ◌ː
ɘ̥ː	ɘ̥ː	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ɘ ◌̥ ◌ː
ɘ̥ˠ	ɘ̥ˠ	+syl +son -cons +cont -lat -nas -voi -sg -cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌ɘ ◌̥ ◌ˠ
ɘ̥ˠ	ɘ̥ˠ	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ɘ ◌̥ ◌ˠ
ɘ̥ˤ	ɘ̥ˤ	+syl +son -cons +cont -lat -nas -voi -sg -cg -cor -lab -hi +lo +back -round -velaric +tense -long	◌ɘ ◌̥ ◌ˤ
ɘ̥ˤ	ɘ̥ˤ	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ɘ ◌̥ ◌ˤ
ɘ̥̤	ɘ̤̥	+syl +son -cons +cont -lat -nas -voi +sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̥ ◌̤
ɘ̥̤	ɘ̤̥	+syl +son -cons +cont -delrel -lat -nas -voi +sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̥ ◌̤
ɘ̯	ɘ̯	-syl +son -cons +cont -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̯
ɘ̯	ɘ̯	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̯
ɘ̰	ɘ̰	+syl +son -cons +cont -lat -nas +voi -sg +cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̰
ɘ̰	ɘ̰	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̰
ɘ̰ː	ɘ̰ː	+syl +son -cons +cont -lat -nas +voi -sg +cg -cor -lab -hi -lo -back -round -velaric +tense +long	◌ɘ ◌̰ ◌ː
ɘ̰ː	ɘ̰ː	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ɘ ◌̰ ◌ː
ɘ̰ˠ	ɘ̰ˠ	+syl +son -cons +cont -lat -nas +voi -sg +cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌ɘ ◌̰ ◌ˠ
ɘ̰ˠ	ɘ̰ˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ɘ ◌̰ ◌ˠ
ɘ̰ˤ	ɘ̰ˤ	+syl +son -cons +cont -lat -nas +voi -sg +cg -cor -lab -hi +lo +back -round -velaric +tense -long	◌ɘ ◌̰ ◌ˤ
ɘ̰ˤ	ɘ̰ˤ	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ɘ ◌̰ ◌ˤ
ɘ̰̃	ɘ̰̃	+syl +son -cons +cont -lat +nas +voi -sg +cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɘ ◌̰ ◌̃
ɘ̰̃	ɘ̰̃	+syl +son -cons +cont -delrel -lat +nas +voi -sg +cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ɘ ◌̰ ◌̃
ə	ə	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə
əˀ	əˀ	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌ˀ
əː	əː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ə ◌ː
ə˞	ə˞	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric -tense -long	◌ə ◌˞
əˠ	əˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ə ◌ˠ
əˠː	əːˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense +long	◌ə ◌ˠ ◌ː
əˤ	əˤ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ə ◌ˤ
əˤː	əːˤ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense +long	◌ə ◌ˤ ◌ː
əˤː	əˤː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense +long	◌ə ◌ˤ ◌ː
ə̃	ə̃	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̃
ə̃ː	ə̃ː	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ə ◌̃ ◌ː
ə̃ˤ	ə̃ˤ	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ə ◌̃ ◌ˤ
ə̆	ə̆	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̆
ə̘	ə̘	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric +tense -long	◌ə ◌̘
ə̘ː	ə̘ː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric +tense +long	◌ə ◌̘ ◌ː
ə̘ˠ	ə̘ˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌ə ◌̘ ◌ˠ
ə̙	ə̙	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̙
ə̙ː	ə̙ː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ə ◌̙ ◌ː
ə̙ˠ	ə̙ˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ə ◌̙ ◌ˠ
ə̝	ə̝	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̝
ə̞	ə̞	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̞
ə̟	ə̟	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̟
ə̠	ə̠	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̠
ə̤	ə̤	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̤
ə̤ː	ə̤ː	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ə ◌̤ ◌ː
ə̤ˠ	ə̤ˠ	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ə ◌̤ ◌ˠ
ə̤ˤ	ə̤ˤ	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ə ◌̤ ◌ˤ
ə̥	ə̥	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̥
ə̥ː	ə̥ː	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ə ◌̥ ◌ː
ə̥ˠ	ə̥ˠ	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ə ◌̥ ◌ˠ
ə̥ˤ	ə̥ˤ	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ə ◌̥ ◌ˤ
ə̥̤	ə̤̥	+syl +son -cons +cont -delrel -lat -nas -voi +sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̥ ◌̤
ə̯	ə̯	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̯
ə̰	ə̰	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̰
ə̰ː	ə̰ː	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab -hi -lo +back -round -velaric -tense +long	◌ə ◌̰ ◌ː
ə̰ˠ	ə̰ˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ə ◌̰ ◌ˠ
ə̰ˤ	ə̰ˤ	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ə ◌̰ ◌ˤ
ə̰̃	ə̰̃	+syl +son -cons +cont -delrel -lat +nas +voi -sg +cg -cor -lab -hi -lo +back -round -velaric -tense -long	◌ə ◌̰ ◌̃
ɛ	ɛ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ
ɛˀ	ɛˀ	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ ◌ˀ
ɛː	ɛː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense +long	◌ɛ ◌ː
ɛ˞	ɛ˞	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back +round -velaric -tense -long	◌ɛ ◌˞
ɛˠ	ɛˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ɛ ◌ˠ
ɛˠː	ɛːˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense +long	◌ɛ ◌ˠ ◌ː
ɛˤ	ɛˤ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ɛ ◌ˤ
ɛˤː	ɛːˤ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense +long	◌ɛ ◌ˤ ◌ː
ɛˤː	ɛˤː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense +long	◌ɛ ◌ˤ ◌ː
ɛ̃	ɛ̃	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ ◌̃
ɛ̃ː	ɛ̃ː	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense +long	◌ɛ ◌̃ ◌ː
ɛ̃ˤ	ɛ̃ˤ	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ɛ ◌̃ ◌ˤ
ɛ̆	ɛ̆	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ ◌̆
ɛ̈	ɛ̈	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ ◌̈
ɛ̘	ɛ̘	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense -long	◌ɛ ◌̘
ɛ̘ː	ɛ̘ː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric +tense +long	◌ɛ ◌̘ ◌ː
ɛ̘ˠ	ɛ̘ˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌ɛ ◌̘ ◌ˠ
ɛ̙	ɛ̙	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ ◌̙
ɛ̙ː	ɛ̙ː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense +long	◌ɛ ◌̙ ◌ː
ɛ̙ˠ	ɛ̙ˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ɛ ◌̙ ◌ˠ
ɛ̝	ɛ̝	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ ◌̝
ɛ̞	ɛ̞	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ ◌̞
ɛ̟	ɛ̟	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ ◌̟
ɛ̠	ɛ̠	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ ◌̠
ɛ̤	ɛ̤	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ ◌̤
ɛ̤ː	ɛ̤ː	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab -hi -lo -back -round -velaric -tense +long	◌ɛ ◌̤ ◌ː
ɛ̤ˠ	ɛ̤ˠ	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ɛ ◌̤ ◌ˠ
ɛ̤ˤ	ɛ̤ˤ	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ɛ ◌̤ ◌ˤ
ɛ̥	ɛ̥	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense -long	◌ɛ ◌̥
ɛ̥ː	ɛ̥ː	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab -hi -lo -back -round -velaric -tense +long	◌ɛ ◌̥ ◌ː
ɛ̥ˠ	ɛ̥ˠ	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌ɛ ◌̥ ◌ˠ
ɛ̥ˤ	ɛ̥ˤ	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab -hi +lo +back -round -velaric -tense -long	◌ɛ ◌̥ ◌ˤ
