ID	NAME	FEATURES	TYPE	GRAPHEME	UNICODE	GENERATED	NOTE
with-lateral-release_voiced_bilabial_nasal_consonant	with-lateral-release voiced bilabial nasal consonant	consonant_release_with-lateral-release consonant_phonation_voiced consonant_place_bilabial consonant_manner_nasal	consonant	mˡ	LATIN SMALL LETTER M / MODIFIER LETTER SMALL L	+	
with-lateral-release_voiced_alveolar_tap_consonant	with-lateral-release voiced alveolar tap consonant	consonant_release_with-lateral-release consonant_phonation_voiced consonant_place_alveolar consonant_manner_tap	consonant	ɾˡ	LATIN SMALL LETTER R WITH FISHHOOK / MODIFIER LETTER SMALL L	+	
with-lateral-release_voiced_alveolar_stop_consonant	with-lateral-release voiced alveolar stop consonant	consonant_release_with-lateral-release consonant_phonation_voiced consonant_place_alveolar consonant_manner_stop	consonant	dˡ	LATIN SMALL LETTER D / MODIFIER LETTER SMALL L	+	
with-lateral-release_devoiced_voiceless_alveolar_stop_consonant	with-lateral-release devoiced voiceless alveolar stop consonant	consonant_release_with-lateral-release consonant_voicing_devoiced consonant_phonation_voiceless consonant_place_alveolar consonant_manner_stop	consonant	t̥ˡ	LATIN SMALL LETTER T / COMBINING RING BELOW / MODIFIER LETTER SMALL L	+	
with-lateral-release_devoiced_voiced_bilabial_nasal_consonant	with-lateral-release devoiced voiced bilabial nasal consonant	consonant_release_with-lateral-release consonant_voicing_devoiced consonant_phonation_voiced consonant_place_bilabial consonant_manner_nasal	consonant	m̥ˡ	LATIN SMALL LETTER M / COMBINING RING BELOW / MODIFIER LETTER SMALL L	+	
with-lateral-release_breathy_voiceless_alveolar_stop_consonant	with-lateral-release breathy voiceless alveolar stop consonant	consonant_release_with-lateral-release consonant_breathiness_breathy consonant_phonation_voiceless consonant_place_alveolar consonant_manner_stop	consonant	tˡʱ	LATIN SMALL LETTER T / MODIFIER LETTER SMALL L / MODIFIER LETTER SMALL H WITH HOOK	+	
with-friction_with-lateral-release_voiceless_palatal_click_consonant	with-friction with-lateral-release voiceless palatal click consonant	consonant_friction_with-friction consonant_release_with-lateral-release consonant_phonation_voiceless consonant_place_palatal consonant_manner_click	consonant	ǂˡ͓	LATIN LETTER ALVEOLAR CLICK / MODIFIER LETTER SMALL L / COMBINING X BELOW	+	
with-friction_with-lateral-release_voiced_palatal_nasal-click_consonant	with-friction with-lateral-release voiced palatal nasal-click consonant	consonant_friction_with-friction consonant_release_with-lateral-release consonant_phonation_voiced consonant_place_palatal consonant_manner_nasal-click	consonant	ŋǂˡ͓	LATIN SMALL LETTER ENG / LATIN LETTER ALVEOLAR CLICK / MODIFIER LETTER SMALL L / COMBINING X BELOW	+	
with-friction_with-lateral-release_voiced_palatal_click_consonant	with-friction with-lateral-release voiced palatal click consonant	consonant_friction_with-friction consonant_release_with-lateral-release consonant_phonation_voiced consonant_place_palatal consonant_manner_click	consonant	gǂˡ͓	LATIN SMALL LETTER G / LATIN LETTER ALVEOLAR CLICK / MODIFIER LETTER SMALL L / COMBINING X BELOW	+	
with-friction_voiceless_glottal_fricative_consonant	with-friction voiceless glottal fricative consonant	consonant_friction_with-friction consonant_phonation_voiceless consonant_place_glottal consonant_manner_fricative	consonant	h͓	LATIN SMALL LETTER H / COMBINING X BELOW		
with-friction_voiceless_dental_click_consonant	with-friction voiceless dental click consonant	consonant_friction_with-friction consonant_phonation_voiceless consonant_place_dental consonant_manner_click	consonant	ǀ͓	LATIN LETTER DENTAL CLICK / COMBINING X BELOW	+	
with-friction_voiceless_alveolar_lateral_click_consonant	with-friction voiceless alveolar lateral click consonant	consonant_friction_with-friction consonant_phonation_voiceless consonant_place_alveolar consonant_airstream_lateral consonant_manner_click	consonant	ǁ͓	LATIN LETTER LATERAL CLICK / COMBINING X BELOW	+	
with-friction_voiceless_alveolar_click_consonant	with-friction voiceless alveolar click consonant	consonant_friction_with-friction consonant_phonation_voiceless consonant_place_alveolar consonant_manner_click	consonant	ǃ͓	LATIN LETTER RETROFLEX CLICK / COMBINING X BELOW	+	
with-friction_voiced_retroflex_lateral_approximant_consonant	with-friction voiced retroflex lateral approximant consonant	consonant_friction_with-friction consonant_phonation_voiced consonant_place_retroflex consonant_airstream_lateral consonant_manner_approximant	consonant	ɭ͓	LATIN SMALL LETTER L WITH RETROFLEX HOOK / COMBINING X BELOW	+	
with-friction_voiced_dental_nasal-click_consonant	with-friction voiced dental nasal-click consonant	consonant_friction_with-friction consonant_phonation_voiced consonant_place_dental consonant_manner_nasal-click	consonant	ŋǀ͓	LATIN SMALL LETTER ENG / LATIN LETTER DENTAL CLICK / COMBINING X BELOW	+	
with-friction_voiced_dental_click_consonant	with-friction voiced dental click consonant	consonant_friction_with-friction consonant_phonation_voiced consonant_place_dental consonant_manner_click	consonant	gǀ͓	LATIN SMALL LETTER G / LATIN LETTER DENTAL CLICK / COMBINING X BELOW	+	
with-friction_voiced_alveolar_trill_consonant	with-friction voiced alveolar trill consonant	consonant_friction_with-friction consonant_phonation_voiced consonant_place_alveolar consonant_manner_trill	consonant	r͓	LATIN SMALL LETTER R / COMBINING X BELOW	+	
with-friction_voiced_alveolar_tap_consonant	with-friction voiced alveolar tap consonant	consonant_friction_with-friction consonant_phonation_voiced consonant_place_alveolar consonant_manner_tap	consonant	ɾ͓	LATIN SMALL LETTER R WITH FISHHOOK / COMBINING X BELOW	+	
with-friction_voiced_alveolar_lateral_nasal-click_consonant	with-friction voiced alveolar lateral nasal-click consonant	consonant_friction_with-friction consonant_phonation_voiced consonant_place_alveolar consonant_airstream_lateral consonant_manner_nasal-click	consonant	ŋǁ͓	LATIN SMALL LETTER ENG / LATIN LETTER LATERAL CLICK / COMBINING X BELOW	+	
with-friction_voiced_alveolar_lateral_click_consonant	with-friction voiced alveolar lateral click consonant	consonant_friction_with-friction consonant_phonation_voiced consonant_place_alveolar consonant_airstream_lateral consonant_manner_click	consonant	gǁ͓	LATIN SMALL LETTER G / LATIN LETTER LATERAL CLICK / COMBINING X BELOW	+	
with-friction_velarized_aspirated_voiceless_dental_click_consonant	with-friction velarized aspirated voiceless dental click consonant	consonant_friction_with-friction consonant_velarization_velarized consonant_aspiration_aspirated consonant_phonation_voiceless consonant_place_dental consonant_manner_click	consonant	ǀˠʰ͓	LATIN LETTER DENTAL CLICK / MODIFIER LETTER SMALL GAMMA / MODIFIER LETTER SMALL H / COMBINING X BELOW	+	
with-friction_pre-nasalized_with-lateral-release_voiceless_palatal_click_consonant	with-friction pre-nasalized with-lateral-release voiceless palatal click consonant	consonant_friction_with-friction consonant_preceding_pre-nasalized consonant_release_with-lateral-release consonant_phonation_voiceless consonant_place_palatal consonant_manner_click	consonant	ⁿǂˡ͓	SUPERSCRIPT LATIN SMALL LETTER N / LATIN LETTER ALVEOLAR CLICK / MODIFIER LETTER SMALL L / COMBINING X BELOW	+	
with-friction_pre-nasalized_voiceless_dental_click_consonant	with-friction pre-nasalized voiceless dental click consonant	consonant_friction_with-friction consonant_preceding_pre-nasalized consonant_phonation_voiceless consonant_place_dental consonant_manner_click	consonant	ⁿǀ͓	SUPERSCRIPT LATIN SMALL LETTER N / LATIN LETTER DENTAL CLICK / COMBINING X BELOW	+	
with-friction_pre-nasalized_glottalized_with-lateral-release_voiceless_palatal_click_consonant	with-friction pre-nasalized glottalized with-lateral-release voiceless palatal click consonant	consonant_friction_with-friction consonant_preceding_pre-nasalized consonant_glottalization_glottalized consonant_release_with-lateral-release consonant_phonation_voiceless consonant_place_palatal consonant_manner_click	consonant	ⁿǂˡˀ͓	SUPERSCRIPT LATIN SMALL LETTER N / LATIN LETTER ALVEOLAR CLICK / MODIFIER LETTER SMALL L / MODIFIER LETTER GLOTTAL STOP / COMBINING X BELOW	+	
with-friction_pre-nasalized_glottalized_voiceless_dental_click_consonant	with-friction pre-nasalized glottalized voiceless dental click consonant	consonant_friction_with-friction consonant_preceding_pre-nasalized consonant_glottalization_glottalized consonant_phonation_voiceless consonant_place_dental consonant_manner_click	consonant	ⁿǀˀ͓	SUPERSCRIPT LATIN SMALL LETTER N / LATIN LETTER DENTAL CLICK / MODIFIER LETTER GLOTTAL STOP / COMBINING X BELOW	+	
with-friction_pre-nasalized_glottalized_voiceless_alveolar_lateral_click_consonant	with-friction pre-nasalized glottalized voiceless alveolar lateral click consonant	consonant_friction_with-friction consonant_preceding_pre-nasalized consonant_glottalization_glottalized consonant_phonation_voiceless consonant_place_alveolar consonant_airstream_lateral consonant_manner_click	consonant	ⁿǁˀ͓	SUPERSCRIPT LATIN SMALL LETTER N / LATIN LETTER LATERAL CLICK / MODIFIER LETTER GLOTTAL STOP / COMBINING X BELOW	+	
with-friction_pre-nasalized_aspirated_with-lateral-release_voiceless_palatal_click_consonant	with-friction pre-nasalized aspirated with-lateral-release voiceless palatal click consonant	consonant_friction_with-friction consonant_preceding_pre-nasalized consonant_aspiration_aspirated consonant_release_with-lateral-release consonant_phonation_voiceless consonant_place_palatal consonant_manner_click	consonant	ⁿǂˡʰ͓	SUPERSCRIPT LATIN SMALL LETTER N / LATIN LETTER ALVEOLAR CLICK / MODIFIER LETTER SMALL L / MODIFIER LETTER SMALL H / COMBINING X BELOW	+	
with-friction_pre-nasalized_aspirated_voiceless_dental_click_consonant	with-friction pre-nasalized aspirated voiceless dental click consonant	consonant_friction_with-friction consonant_preceding_pre-nasalized consonant_aspiration_aspirated consonant_phonation_voiceless consonant_place_dental consonant_manner_click	consonant	ⁿǀʰ͓	SUPERSCRIPT LATIN SMALL LETTER N / LATIN LETTER DENTAL CLICK / MODIFIER LETTER SMALL H / COMBINING X BELOW	+	
with-friction_pre-nasalized_aspirated_voiceless_alveolar_lateral_click_consonant	with-friction pre-nasalized aspirated voiceless alveolar lateral click consonant	consonant_friction_with-friction consonant_preceding_pre-nasalized consonant_aspiration_aspirated consonant_phonation_voiceless consonant_place_alveolar consonant_airstream_lateral consonant_manner_click	consonant	ⁿǁʰ͓	SUPERSCRIPT LATIN SMALL LETTER N / LATIN LETTER LATERAL CLICK / MODIFIER LETTER SMALL H / COMBINING X BELOW	+	
with-friction_glottalized_voiceless_dental_click_consonant	with-friction glottalized voiceless dental click consonant	consonant_friction_with-friction consonant_glottalization_glottalized consonant_phonation_voiceless consonant_place_dental consonant_manner_click	consonant	ǀˀ͓	LATIN LETTER DENTAL CLICK / MODIFIER LETTER GLOTTAL STOP / COMBINING X BELOW	+	
with-friction_glottalized_voiceless_alveolar_lateral_click_consonant	with-friction glottalized voiceless alveolar lateral click consonant	consonant_friction_with-friction consonant_glottalization_glottalized consonant_phonation_voiceless consonant_place_alveolar consonant_airstream_lateral consonant_manner_click	consonant	ǁˀ͓	LATIN LETTER LATERAL CLICK / MODIFIER LETTER GLOTTAL STOP / COMBINING X BELOW	+	
with-friction_devoiced_voiced_velar_lateral_approximant_consonant	with-friction devoiced voiced velar lateral approximant consonant	consonant_friction_with-friction consonant_voicing_devoiced consonant_phonation_voiced consonant_place_velar consonant_airstream_lateral consonant_manner_approximant	consonant	ʟ̥͓	LATIN LETTER SMALL CAPITAL L / COMBINING RING BELOW / COMBINING X BELOW	+	
with-friction_aspirated_with-lateral-release_voiceless_palatal_click_consonant	with-friction aspirated with-lateral-release voiceless palatal click consonant	consonant_friction_with-friction consonant_aspiration_aspirated consonant_release_with-lateral-release consonant_phonation_voiceless consonant_place_palatal consonant_manner_click	consonant	ǂˡʰ͓	LATIN LETTER ALVEOLAR CLICK / MODIFIER LETTER SMALL L / MODIFIER LETTER SMALL H / COMBINING X BELOW	+	
with-friction_aspirated_voiceless_dental_click_consonant	with-friction aspirated voiceless dental click consonant	consonant_friction_with-friction consonant_aspiration_aspirated consonant_phonation_voiceless consonant_place_dental consonant_manner_click	consonant	ǀʰ͓	LATIN LETTER DENTAL CLICK / MODIFIER LETTER SMALL H / COMBINING X BELOW	+	
with-friction_aspirated_voiceless_alveolar_lateral_click_consonant	with-friction aspirated voiceless alveolar lateral click consonant	consonant_friction_with-friction consonant_aspiration_aspirated consonant_phonation_voiceless consonant_place_alveolar consonant_airstream_lateral consonant_manner_click	consonant	ǁʰ͓	LATIN LETTER LATERAL CLICK / MODIFIER LETTER SMALL H / COMBINING X BELOW	+	
voiceless_velar-and-uvular_fricative_consonant	voiceless velar-and-uvular fricative consonant	consonant_phonation_voiceless consonant_place_velar-and-uvular consonant_manner_fricative	consonant	xʀ̥	LATIN SMALL LETTER X / LATIN LETTER SMALL CAPITAL R / COMBINING RING BELOW		
voiceless_velar-and-bilabial_stop_consonant	voiceless velar-and-bilabial stop consonant	consonant_phonation_voiceless consonant_place_velar-and-bilabial consonant_manner_stop	consonant	kp	LATIN SMALL LETTER K / LATIN SMALL LETTER P		
voiceless_velar-and-bilabial_ejective_stop_consonant	voiceless velar-and-bilabial ejective stop consonant	consonant_phonation_voiceless consonant_place_velar-and-bilabial consonant_ejection_ejective consonant_manner_stop	consonant	kpʼ	LATIN SMALL LETTER K / LATIN SMALL LETTER P / MODIFIER LETTER APOSTROPHE	+	
voiceless_velar-and-alveolar_stop_consonant	voiceless velar-and-alveolar stop consonant	consonant_phonation_voiceless consonant_place_velar-and-alveolar consonant_manner_stop	consonant	kt	LATIN SMALL LETTER K / LATIN SMALL LETTER T		
voiceless_velar_stop_consonant	voiceless velar stop consonant	consonant_phonation_voiceless consonant_place_velar consonant_manner_stop	consonant	k	LATIN SMALL LETTER K		
voiceless_velar_lateral_affricate_consonant	voiceless velar lateral affricate consonant	consonant_phonation_voiceless consonant_place_velar consonant_airstream_lateral consonant_manner_affricate	consonant	kʟ̥	LATIN SMALL LETTER K / LATIN LETTER SMALL CAPITAL L / COMBINING RING BELOW		
voiceless_velar_fricative_consonant	voiceless velar fricative consonant	consonant_phonation_voiceless consonant_place_velar consonant_manner_fricative	consonant	x	LATIN SMALL LETTER X		
voiceless_velar_ejective_stop_consonant	voiceless velar ejective stop consonant	consonant_phonation_voiceless consonant_place_velar consonant_ejection_ejective consonant_manner_stop	consonant	kʼ	LATIN SMALL LETTER K / MODIFIER LETTER APOSTROPHE		
voiceless_velar_ejective_lateral_affricate_consonant	voiceless velar ejective lateral affricate consonant	consonant_phonation_voiceless consonant_place_velar consonant_ejection_ejective consonant_airstream_lateral consonant_manner_affricate	consonant	kʟ̥ʼ	LATIN SMALL LETTER K / LATIN LETTER SMALL CAPITAL L / COMBINING RING BELOW / MODIFIER LETTER APOSTROPHE		
voiceless_velar_ejective_fricative_consonant	voiceless velar ejective fricative consonant	consonant_phonation_voiceless consonant_place_velar consonant_ejection_ejective consonant_manner_fricative	consonant	xʼ	LATIN SMALL LETTER X / MODIFIER LETTER APOSTROPHE		
voiceless_velar_ejective_affricate_consonant	voiceless velar ejective affricate consonant	consonant_phonation_voiceless consonant_place_velar consonant_ejection_ejective consonant_manner_affricate	consonant	kxʼ	LATIN SMALL LETTER K / LATIN SMALL LETTER X / MODIFIER LETTER APOSTROPHE	+	
voiceless_velar_affricate_consonant	voiceless velar affricate consonant	consonant_phonation_voiceless consonant_place_velar consonant_manner_affricate	consonant	kx	LATIN SMALL LETTER K / LATIN SMALL LETTER X		
voiceless_uvular_stop_consonant	voiceless uvular stop consonant	consonant_phonation_voiceless consonant_place_uvular consonant_manner_stop	consonant	q	LATIN SMALL LETTER Q		
voiceless_uvular_implosive_consonant	voiceless uvular implosive consonant	consonant_phonation_voiceless consonant_place_uvular consonant_manner_implosive	consonant	ʛ̥	LATIN LETTER SMALL CAPITAL G WITH HOOK / COMBINING RING BELOW		
voiceless_uvular_fricative_consonant	voiceless uvular fricative consonant	consonant_phonation_voiceless consonant_place_uvular consonant_manner_fricative	consonant	χ	GREEK SMALL LETTER CHI		
voiceless_uvular_ejective_stop_consonant	voiceless uvular ejective stop consonant	consonant_phonation_voiceless consonant_place_uvular consonant_ejection_ejective consonant_manner_stop	consonant	qʼ	LATIN SMALL LETTER Q / MODIFIER LETTER APOSTROPHE		
voiceless_uvular_ejective_fricative_consonant	voiceless uvular ejective fricative consonant	consonant_phonation_voiceless consonant_place_uvular consonant_ejection_ejective consonant_manner_fricative	consonant	χʼ	GREEK SMALL LETTER CHI / MODIFIER LETTER APOSTROPHE		
voiceless_uvular_ejective_affricate_consonant	voiceless uvular ejective affricate consonant	consonant_phonation_voiceless consonant_place_uvular consonant_ejection_ejective consonant_manner_affricate	consonant	qχʼ	LATIN SMALL LETTER Q / GREEK SMALL LETTER CHI / MODIFIER LETTER APOSTROPHE	+	
voiceless_uvular_affricate_consonant	voiceless uvular affricate consonant	consonant_phonation_voiceless consonant_place_uvular consonant_manner_affricate	consonant	qχ	LATIN SMALL LETTER Q / GREEK SMALL LETTER CHI		
voiceless_unspecified-place_unspecified-manner_consonant	voiceless unspecified-place unspecified-manner consonant	consonant_phonation_voiceless consonant_place_unspecified-place consonant_manner_unspecified-manner	consonant	Ø̥	LATIN CAPITAL LETTER O WITH STROKE / COMBINING RING BELOW		
voiceless_retroflex_stop_consonant	voiceless retroflex stop consonant	consonant_phonation_voiceless consonant_place_retroflex consonant_manner_stop	consonant	ʈ	LATIN SMALL LETTER T WITH RETROFLEX HOOK		
voiceless_retroflex_sibilant_fricative_consonant	voiceless retroflex sibilant fricative consonant	consonant_phonation_voiceless consonant_place_retroflex consonant_airstream_sibilant consonant_manner_fricative	consonant	ʂ	LATIN SMALL LETTER S WITH HOOK		
